Graph Nodes:
TNK1;TNK2;TNK3;TNK4;TNK5;TNK6;TNK7;TNK8;TNK9;TNK10;TNK11;TNK12;TNK13;TNK14;TNK15;TNK16;TNK17;TNK18;TNK19;TNK20;TNK22;TNK23;TNK26;TNK32;TNK33;TNK41;TNK42;TNK56;TNK57;TNK29;TNK38;TNK50;TNK51;TNK52;TNK66;TNK67;TNK35;TNK44;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B14;B15;B16;B17;B18;B19;B20;B21;B22;B23;B26;B32;B41;B42;B56;B57;B29;B30;B38;B39;B51;B35;B63;B44;B81;B84;Epi1;Epi2;Epi3;Epi4;Epi5;Epi6;Epi7;Epi8;Epi9;Epi10;Epi11;Epi12;Epi13;Epi14;Epi15;Epi16;Epi17;Epi18;Epi19;Epi20;Epi21;Epi22;Epi23;Epi24;Epi25;Epi26;Epi32;Epi34;Epi41;Epi42;Epi43;Epi56;Epi57;Epi58;Epi40;Epi50;Epi35;Epi36;Epi49;Epi62;Epi64;Epi74;Epi75;Epi76;Epi44;Epi45;Epi46;Epi72;Epi73;Epi80;Epi81;Epi82;Epi53;Epi55;Epi68;Epi77;Epi78;Epi79;Epi85;Mye1;Mye2;Mye3;Mye4;Mye5;Mye6;Mye7;Mye8;Mye9;Mye10;Mye11;Mye12;Mye13;Mye14;Mye15;Mye16;Mye17;Mye18;Mye19;Mye20;Mye21;Mye22;Mye23;Mye24;Mye25;Mye26;Mye32;Mye33;Mye41;Mye42;Mye43;Mye56;Mye57;Mye58;Mye50;Mye52;Mye35;Mye47;Mye48;Mye62;Mye63;Mye74;Mye59;Mye71;Mye72;Mye73;Mye53;Mye54;Mye68;Mye77;Mye84;Stromal1;Stromal2;Stromal3;Stromal4;Stromal5;Stromal6;Stromal7;Stromal8;Stromal9;Stromal10;Stromal11;Stromal12;Stromal13;Stromal14;Stromal15;Stromal16;Stromal17;Stromal18;Stromal19;Stromal20;Stromal21;Stromal22;Stromal23;Stromal24;Stromal26;Stromal27;Stromal28;Stromal32;Stromal34;Stromal41;Stromal42;Stromal43;Stromal56;Stromal58;Stromal40;Stromal65;Stromal66;Stromal35;Stromal37;Stromal48;Stromal49;Stromal62;Stromal63;Stromal64;Stromal44;Stromal45;Stromal59;Stromal61;Stromal73;Stromal80;Stromal54;Stromal55;Stromal68;Stromal78;Stromal85

Graph Edges:
1. B1 --> Mye3 dd nl
2. B10 --> B38 dd nl
3. B10 --> Mye15 dd nl
4. B11 --> Epi77 dd nl
5. B12 --> B38 dd nl
6. B14 --> B39 dd nl
7. B15 --> Mye19 dd nl
8. B16 --> Stromal3 dd nl
9. B17 --> Mye54 dd nl
10. B18 --> Mye4 dd nl
11. B19 --> B38 dd nl
12. B2 --> TNK3 dd nl
13. B22 --> Epi24 dd nl
14. B26 --> B15 dd nl
15. B30 --> Epi4 dd nl
16. B32 --> TNK42 dd nl
17. B38 --> Epi3 dd nl
18. B39 --> Stromal44 dd nl
19. B42 --> Epi44 dd nl
20. B42 --> Stromal41 dd nl
21. B5 --> Stromal43 dd nl
22. B51 --> Epi40 dd nl
23. B56 --> Epi13 dd nl
24. B56 --> Mye18 dd nl
25. B57 --> B14 dd nl
26. B57 --> Stromal8 dd nl
27. B57 --> TNK10 dd nl
28. B6 --> Mye33 dd nl
29. B6 --> Mye48 dd nl
30. B6 --> TNK8 dd nl
31. B7 --> B2 dd nl
32. B7 --> Stromal61 dd nl
33. B8 --> TNK11 dd nl
34. B81 --> Epi3 dd nl
35. B81 --> TNK20 dd nl
36. B84 --> Mye58 dd nl
37. B9 --> B16 dd nl
38. B9 --> Epi6 dd nl
39. B9 --> TNK3 dd nl
40. Epi1 --> Mye17 dd nl
41. Epi11 --> Epi82 dd nl
42. Epi12 --> Epi35 dd nl
43. Epi12 --> Mye43 dd nl
44. Epi13 --> Epi20 dd nl
45. Epi13 --> Epi36 dd nl
46. Epi13 --> Epi43 dd nl
47. Epi14 --> Epi17 dd nl
48. Epi14 --> Epi35 dd nl
49. Epi15 --> B44 dd nl
50. Epi16 --> Epi40 dd nl
51. Epi16 --> Epi64 dd nl
52. Epi16 --> Mye77 dd nl
53. Epi17 --> B11 dd nl
54. Epi17 --> Epi46 dd nl
55. Epi18 --> Epi22 dd nl
56. Epi20 --> Epi34 dd nl
57. Epi20 --> Epi73 dd nl
58. Epi20 --> Mye62 dd nl
59. Epi21 --> Epi11 dd nl
60. Epi22 --> Epi25 dd nl
61. Epi22 --> Epi78 dd nl
62. Epi23 --> B44 dd nl
63. Epi23 --> Epi34 dd nl
64. Epi23 --> Mye56 dd nl
65. Epi25 --> B81 dd nl
66. Epi25 --> Epi49 dd nl
67. Epi26 --> Epi15 dd nl
68. Epi26 --> TNK4 dd nl
69. Epi3 --> Epi14 dd nl
70. Epi3 --> Epi62 dd nl
71. Epi32 --> Stromal5 dd nl
72. Epi34 --> Epi18 dd nl
73. Epi34 --> Epi57 dd nl
74. Epi35 --> Mye74 dd nl
75. Epi36 --> Epi78 dd nl
76. Epi36 --> Mye11 dd nl
77. Epi36 --> Stromal1 dd nl
78. Epi36 --> Stromal48 dd nl
79. Epi4 --> B44 dd nl
80. Epi4 --> Epi20 dd nl
81. Epi4 --> Mye13 dd nl
82. Epi40 --> Epi42 dd nl
83. Epi41 --> Epi58 dd nl
84. Epi41 --> Stromal17 dd nl
85. Epi43 --> B26 dd nl
86. Epi43 --> Epi49 dd nl
87. Epi44 --> Epi43 dd nl
88. Epi46 --> Epi41 dd nl
89. Epi49 --> Epi16 dd nl
90. Epi5 --> Epi76 dd nl
91. Epi53 --> B26 dd nl
92. Epi55 --> Stromal58 dd nl
93. Epi56 --> B22 dd nl
94. Epi58 --> Epi53 dd nl
95. Epi58 --> Stromal10 dd nl
96. Epi6 --> Mye47 dd nl
97. Epi62 --> Epi85 dd nl
98. Epi62 --> Stromal41 dd nl
99. Epi64 --> Epi75 dd nl
100. Epi7 --> Mye19 dd nl
101. Epi7 --> Stromal49 dd nl
102. Epi72 --> Epi46 dd nl
103. Epi73 --> Epi12 dd nl
104. Epi73 --> Stromal2 dd nl
105. Epi75 --> Epi21 dd nl
106. Epi76 --> Epi74 dd nl
107. Epi78 --> Epi53 dd nl
108. Epi79 --> Epi81 dd nl
109. Epi8 --> B1 dd nl
110. Epi8 --> Epi26 dd nl
111. Epi80 --> Epi13 dd nl
112. Epi80 --> Epi72 dd nl
113. Epi81 --> Mye2 dd nl
114. Epi81 --> Mye35 dd nl
115. Epi81 --> Mye48 dd nl
116. Epi81 --> TNK26 dd nl
117. Epi82 --> B22 dd nl
118. Epi82 --> Mye16 dd nl
119. Epi85 --> Epi16 dd nl
120. Epi85 --> Epi55 dd nl
121. Epi85 --> Mye74 dd nl
122. Epi9 --> Mye71 dd nl
123. Mye10 --> Epi9 dd nl
124. Mye10 --> Mye15 dd nl
125. Mye11 --> Epi40 dd nl
126. Mye11 --> TNK15 dd nl
127. Mye12 --> B38 dd nl
128. Mye12 --> Stromal11 dd nl
129. Mye13 --> Epi75 dd nl
130. Mye14 --> Mye26 dd nl
131. Mye15 --> B4 dd nl
132. Mye15 --> Mye5 dd nl
133. Mye17 --> B5 dd nl
134. Mye17 --> Mye14 dd nl
135. Mye18 --> Mye10 dd nl
136. Mye18 --> Stromal56 dd nl
137. Mye19 --> Epi76 dd nl
138. Mye2 --> Mye42 dd nl
139. Mye2 --> Mye53 dd nl
140. Mye22 --> Epi75 dd nl
141. Mye26 --> Stromal55 dd nl
142. Mye26 --> TNK16 dd nl
143. Mye3 --> B7 dd nl
144. Mye3 --> Epi6 dd nl
145. Mye33 --> Stromal5 dd nl
146. Mye35 --> B17 dd nl
147. Mye4 --> Mye26 dd nl
148. Mye42 --> Stromal14 dd nl
149. Mye42 --> Stromal28 dd nl
150. Mye43 --> B84 dd nl
151. Mye43 --> Stromal48 dd nl
152. Mye47 --> B30 dd nl
153. Mye47 --> B56 dd nl
154. Mye47 --> Mye6 dd nl
155. Mye48 --> Mye25 dd nl
156. Mye48 --> Mye54 dd nl
157. Mye5 --> Mye16 dd nl
158. Mye5 --> TNK15 dd nl
159. Mye50 --> Stromal78 dd nl
160. Mye52 --> Stromal32 dd nl
161. Mye53 --> TNK1 dd nl
