Graph Nodes:
TNK1;TNK2;TNK3;TNK4;TNK5;TNK6;TNK7;TNK8;TNK9;TNK10;TNK11;TNK12;TNK13;TNK14;TNK15;TNK16;TNK17;TNK18;TNK19;TNK20;TNK22;TNK23;TNK26;TNK32;TNK33;TNK41;TNK42;TNK56;TNK57;TNK29;TNK38;TNK50;TNK51;TNK52;TNK66;TNK67;TNK35;TNK44;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B14;B15;B16;B17;B18;B19;B20;B21;B22;B23;B26;B32;B41;B42;B56;B57;B29;B30;B38;B39;B51;B35;B63;B44;B81;B84;Epi1;Epi2;Epi3;Epi4;Epi5;Epi6;Epi7;Epi8;Epi9;Epi10;Epi11;Epi12;Epi13;Epi14;Epi15;Epi16;Epi17;Epi18;Epi19;Epi20;Epi21;Epi22;Epi23;Epi24;Epi25;Epi26;Epi32;Epi34;Epi41;Epi42;Epi43;Epi56;Epi57;Epi58;Epi40;Epi50;Epi35;Epi36;Epi49;Epi62;Epi64;Epi74;Epi75;Epi76;Epi44;Epi45;Epi46;Epi72;Epi73;Epi80;Epi81;Epi82;Epi53;Epi55;Epi68;Epi77;Epi78;Epi79;Epi85;Mye1;Mye2;Mye3;Mye4;Mye5;Mye6;Mye7;Mye8;Mye9;Mye10;Mye11;Mye12;Mye13;Mye14;Mye15;Mye16;Mye17;Mye18;Mye19;Mye20;Mye21;Mye22;Mye23;Mye24;Mye25;Mye26;Mye32;Mye33;Mye41;Mye42;Mye43;Mye56;Mye57;Mye58;Mye50;Mye52;Mye35;Mye47;Mye48;Mye62;Mye63;Mye74;Mye59;Mye71;Mye72;Mye73;Mye53;Mye54;Mye68;Mye77;Mye84;Stromal1;Stromal2;Stromal3;Stromal4;Stromal5;Stromal6;Stromal7;Stromal8;Stromal9;Stromal10;Stromal11;Stromal12;Stromal13;Stromal14;Stromal15;Stromal16;Stromal17;Stromal18;Stromal19;Stromal20;Stromal21;Stromal22;Stromal23;Stromal24;Stromal26;Stromal27;Stromal28;Stromal32;Stromal34;Stromal41;Stromal42;Stromal43;Stromal56;Stromal58;Stromal40;Stromal65;Stromal66;Stromal35;Stromal37;Stromal48;Stromal49;Stromal62;Stromal63;Stromal64;Stromal44;Stromal45;Stromal59;Stromal61;Stromal73;Stromal80;Stromal54;Stromal55;Stromal68;Stromal78;Stromal85

Graph Edges:
1. B10 --> Stromal10 dd nl
2. B11 --> Mye72 dd nl
3. B12 --> TNK35 dd nl
4. B15 --> Epi49 dd nl
5. B16 --> Stromal17 dd nl
6. B16 --> TNK20 dd nl
7. B19 --> B63 dd nl
8. B2 --> Stromal6 dd nl
9. B26 --> Epi25 dd nl
10. B29 --> B44 dd nl
11. B29 --> Epi76 dd nl
12. B3 --> B8 dd nl
13. B3 --> TNK2 dd nl
14. B30 --> B10 dd nl
15. B30 --> B44 dd nl
16. B35 --> Mye14 dd nl
17. B35 --> TNK22 dd nl
18. B38 --> Epi15 dd nl
19. B38 --> TNK29 dd nl
20. B38 --> TNK5 dd nl
21. B39 --> B17 dd nl
22. B39 --> Stromal15 dd nl
23. B4 --> Stromal34 dd nl
24. B4 --> Stromal5 dd nl
25. B41 --> B84 dd nl
26. B41 --> Stromal56 dd nl
27. B42 --> Stromal41 dd nl
28. B42 --> TNK20 dd nl
29. B44 --> B16 dd nl
30. B56 --> B26 dd nl
31. B56 --> Epi17 dd nl
32. B57 --> TNK10 dd nl
33. B63 --> TNK33 dd nl
34. B7 --> Mye25 dd nl
35. B8 --> Epi13 dd nl
36. B81 --> Epi3 dd nl
37. B81 --> Stromal43 dd nl
38. B84 --> Mye58 dd nl
39. B9 --> Epi40 dd nl
40. Epi1 --> Stromal55 dd nl
41. Epi11 --> Epi21 dd nl
42. Epi11 --> Mye4 dd nl
43. Epi12 --> Epi46 dd nl
44. Epi13 --> Epi43 dd nl
45. Epi14 --> Epi36 dd nl
46. Epi14 --> Stromal9 dd nl
47. Epi15 --> Stromal64 dd nl
48. Epi16 --> Epi40 dd nl
49. Epi16 --> Epi64 dd nl
50. Epi16 --> Mye77 dd nl
51. Epi17 --> Stromal1 dd nl
52. Epi18 --> Epi50 dd nl
53. Epi18 --> Epi77 dd nl
54. Epi18 --> Mye59 dd nl
55. Epi20 --> Epi22 dd nl
56. Epi21 --> Epi7 dd nl
57. Epi21 --> Stromal48 dd nl
58. Epi22 --> B15 dd nl
59. Epi22 --> Epi82 dd nl
60. Epi23 --> Mye2 dd nl
61. Epi24 --> Epi45 dd nl
62. Epi25 --> Epi49 dd nl
63. Epi3 --> Epi14 dd nl
64. Epi32 --> Epi24 dd nl
65. Epi34 --> Epi18 dd nl
66. Epi36 --> Epi72 dd nl
67. Epi36 --> Epi76 dd nl
68. Epi4 --> Epi20 dd nl
69. Epi40 --> Mye54 dd nl
70. Epi40 --> TNK7 dd nl
71. Epi41 --> Epi58 dd nl
72. Epi42 --> Epi62 dd nl
73. Epi42 --> Mye9 dd nl
74. Epi43 --> Epi58 dd nl
75. Epi46 --> Epi41 dd nl
76. Epi46 --> Epi72 dd nl
77. Epi46 --> Stromal19 dd nl
78. Epi49 --> B38 dd nl
79. Epi49 --> Epi16 dd nl
80. Epi49 --> Epi50 dd nl
81. Epi5 --> Epi24 dd nl
82. Epi5 --> Epi53 dd nl
83. Epi50 --> Epi15 dd nl
84. Epi50 --> Epi45 dd nl
85. Epi50 --> Mye63 dd nl
86. Epi55 --> Stromal44 dd nl
87. Epi57 --> Epi73 dd nl
88. Epi58 --> Stromal12 dd nl
89. Epi58 --> Stromal16 dd nl
90. Epi6 --> B81 dd nl
91. Epi6 --> Epi1 dd nl
92. Epi6 --> Epi34 dd nl
93. Epi6 --> Mye3 dd nl
94. Epi62 --> Stromal41 dd nl
95. Epi64 --> Mye11 dd nl
96. Epi7 --> Epi5 dd nl
97. Epi73 --> Mye16 dd nl
98. Epi74 --> Epi35 dd nl
99. Epi75 --> Mye58 dd nl
100. Epi76 --> Epi74 dd nl
101. Epi77 --> Mye26 dd nl
102. Epi78 --> Stromal48 dd nl
103. Epi78 --> Stromal64 dd nl
104. Epi8 --> Epi26 dd nl
105. Epi8 --> Epi44 dd nl
106. Epi8 --> Mye33 dd nl
107. Epi82 --> B30 dd nl
108. Epi82 --> Epi11 dd nl
109. Epi82 --> Epi6 dd nl
110. Epi85 --> Epi55 dd nl
111. Epi85 --> Stromal42 dd nl
112. Epi9 --> TNK16 dd nl
113. Mye1 --> TNK38 dd nl
114. Mye10 --> Mye62 dd nl
115. Mye11 --> Stromal15 dd nl
116. Mye13 --> Stromal17 dd nl
117. Mye14 --> Epi85 dd nl
118. Mye15 --> B4 dd nl
119. Mye16 --> B11 dd nl
120. Mye18 --> Epi75 dd nl
