Graph Nodes:
TNK1;TNK2;TNK3;TNK4;TNK5;TNK6;TNK7;TNK8;TNK9;TNK10;TNK11;TNK12;TNK13;TNK14;TNK15;TNK16;TNK17;TNK18;TNK19;TNK20;TNK22;TNK23;TNK26;TNK32;TNK33;TNK41;TNK42;TNK56;TNK57;TNK29;TNK38;TNK50;TNK51;TNK52;TNK66;TNK67;TNK35;TNK44;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B14;B15;B16;B17;B18;B19;B20;B21;B22;B23;B26;B32;B41;B42;B56;B57;B29;B30;B38;B39;B51;B35;B63;B44;B81;B84;Epi1;Epi2;Epi3;Epi4;Epi5;Epi6;Epi7;Epi8;Epi9;Epi10;Epi11;Epi12;Epi13;Epi14;Epi15;Epi16;Epi17;Epi18;Epi19;Epi20;Epi21;Epi22;Epi23;Epi24;Epi25;Epi26;Epi32;Epi34;Epi41;Epi42;Epi43;Epi56;Epi57;Epi58;Epi40;Epi50;Epi35;Epi36;Epi49;Epi62;Epi64;Epi74;Epi75;Epi76;Epi44;Epi45;Epi46;Epi72;Epi73;Epi80;Epi81;Epi82;Epi53;Epi55;Epi68;Epi77;Epi78;Epi79;Epi85;Mye1;Mye2;Mye3;Mye4;Mye5;Mye6;Mye7;Mye8;Mye9;Mye10;Mye11;Mye12;Mye13;Mye14;Mye15;Mye16;Mye17;Mye18;Mye19;Mye20;Mye21;Mye22;Mye23;Mye24;Mye25;Mye26;Mye32;Mye33;Mye41;Mye42;Mye43;Mye56;Mye57;Mye58;Mye50;Mye52;Mye35;Mye47;Mye48;Mye62;Mye63;Mye74;Mye59;Mye71;Mye72;Mye73;Mye53;Mye54;Mye68;Mye77;Mye84;Stromal1;Stromal2;Stromal3;Stromal4;Stromal5;Stromal6;Stromal7;Stromal8;Stromal9;Stromal10;Stromal11;Stromal12;Stromal13;Stromal14;Stromal15;Stromal16;Stromal17;Stromal18;Stromal19;Stromal20;Stromal21;Stromal22;Stromal23;Stromal24;Stromal26;Stromal27;Stromal28;Stromal32;Stromal34;Stromal41;Stromal42;Stromal43;Stromal56;Stromal58;Stromal40;Stromal65;Stromal66;Stromal35;Stromal37;Stromal48;Stromal49;Stromal62;Stromal63;Stromal64;Stromal44;Stromal45;Stromal59;Stromal61;Stromal73;Stromal80;Stromal54;Stromal55;Stromal68;Stromal78;Stromal85

Graph Edges:
1. B1 --> TNK1 dd nl
2. B10 --> Epi11 dd nl
3. B10 --> Mye5 dd nl
4. B11 --> Epi9 dd nl
5. B12 --> Mye22 dd nl
6. B14 --> Epi23 dd nl
7. B14 --> Epi81 dd nl
8. B15 --> Epi21 dd nl
9. B16 --> B63 dd nl
10. B16 --> TNK42 dd nl
11. B17 --> B38 dd nl
12. B17 --> Mye58 dd nl
13. B17 --> Stromal12 dd nl
14. B19 --> B17 dd nl
15. B19 --> B21 dd nl
16. B2 --> B7 dd nl
17. B2 --> Mye15 dd nl
18. B2 --> Mye77 dd nl
19. B20 --> B51 dd nl
20. B20 --> Stromal18 dd nl
21. B20 --> Stromal68 dd nl
22. B21 --> TNK19 dd nl
23. B22 --> Epi53 dd nl
24. B22 --> Stromal10 dd nl
25. B26 --> B15 dd nl
26. B26 --> Mye48 dd nl
27. B3 --> B1 dd nl
28. B3 --> Mye1 dd nl
29. B32 --> B10 dd nl
30. B32 --> TNK4 dd nl
31. B38 --> Stromal61 dd nl
32. B39 --> Mye33 dd nl
33. B39 --> Stromal23 dd nl
34. B42 --> TNK10 dd nl
35. B44 --> Stromal55 dd nl
36. B5 --> Stromal43 dd nl
37. B5 --> TNK66 dd nl
38. B51 --> TNK57 dd nl
39. B56 --> B11 dd nl
40. B56 --> Epi12 dd nl
41. B57 --> B19 dd nl
42. B57 --> Mye50 dd nl
43. B57 --> Stromal63 dd nl
44. B63 --> Stromal20 dd nl
45. B63 --> Stromal6 dd nl
46. B7 --> Stromal22 dd nl
47. B81 --> Epi24 dd nl
48. B81 --> Epi3 dd nl
49. B84 --> Mye33 dd nl
50. B84 --> Mye59 dd nl
51. Epi1 --> B4 dd nl
52. Epi11 --> Epi82 dd nl
53. Epi12 --> Epi35 dd nl
54. Epi13 --> Epi17 dd nl
55. Epi13 --> Epi43 dd nl
56. Epi13 --> Epi78 dd nl
57. Epi13 --> Stromal42 dd nl
58. Epi14 --> Epi12 dd nl
59. Epi16 --> Epi40 dd nl
60. Epi16 --> Mye58 dd nl
61. Epi17 --> Epi42 dd nl
62. Epi21 --> Epi56 dd nl
63. Epi21 --> Mye74 dd nl
64. Epi23 --> Stromal55 dd nl
65. Epi23 --> Stromal80 dd nl
66. Epi24 --> Epi45 dd nl
67. Epi25 --> B81 dd nl
68. Epi25 --> Epi5 dd nl
69. Epi26 --> B32 dd nl
70. Epi3 --> Epi64 dd nl
71. Epi3 --> Stromal64 dd nl
72. Epi32 --> Epi7 dd nl
73. Epi32 --> Epi77 dd nl
74. Epi35 --> B30 dd nl
75. Epi35 --> Epi75 dd nl
76. Epi4 --> TNK19 dd nl
77. Epi40 --> B5 dd nl
78. Epi40 --> Epi42 dd nl
79. Epi40 --> Mye13 dd nl
80. Epi41 --> Epi58 dd nl
81. Epi41 --> Stromal54 dd nl
82. Epi43 --> Epi76 dd nl
83. Epi44 --> B19 dd nl
84. Epi44 --> Epi50 dd nl
85. Epi45 --> Epi46 dd nl
86. Epi46 --> Epi41 dd nl
87. Epi49 --> B38 dd nl
88. Epi49 --> Epi16 dd nl
89. Epi49 --> Epi62 dd nl
90. Epi5 --> Epi17 dd nl
91. Epi5 --> Epi7 dd nl
92. Epi5 --> Epi77 dd nl
93. Epi5 --> Mye10 dd nl
94. Epi50 --> Epi45 dd nl
95. Epi50 --> Mye14 dd nl
96. Epi53 --> Mye84 dd nl
97. Epi56 --> Stromal24 dd nl
98. Epi57 --> Epi73 dd nl
99. Epi57 --> Stromal11 dd nl
100. Epi57 --> Stromal41 dd nl
101. Epi6 --> B81 dd nl
102. Epi6 --> Epi1 dd nl
103. Epi62 --> Mye6 dd nl
104. Epi64 --> Epi49 dd nl
105. Epi72 --> Epi46 dd nl
106. Epi72 --> Epi73 dd nl
107. Epi73 --> Mye18 dd nl
108. Epi74 --> Stromal48 dd nl
109. Epi74 --> Stromal68 dd nl
110. Epi75 --> Epi21 dd nl
111. Epi76 --> Epi74 dd nl
112. Epi76 --> Mye48 dd nl
113. Epi77 --> Epi36 dd nl
114. Epi78 --> Epi85 dd nl
115. Epi78 --> Mye52 dd nl
116. Epi78 --> Mye59 dd nl
117. Epi78 --> Stromal21 dd nl
118. Epi8 --> TNK4 dd nl
119. Epi80 --> Epi13 dd nl
120. Epi80 --> Epi72 dd nl
121. Epi81 --> TNK35 dd nl
122. Epi82 --> Epi6 dd nl
123. Epi85 --> Mye84 dd nl
124. Epi85 --> Stromal10 dd nl
125. Epi85 --> Stromal43 dd nl
126. Epi9 --> Mye21 dd nl
127. Mye1 --> Mye3 dd nl
128. Mye10 --> TNK8 dd nl
129. Mye11 --> Mye23 dd nl
130. Mye12 --> Epi8 dd nl
131. Mye12 --> Stromal85 dd nl
132. Mye13 --> Mye35 dd nl
133. Mye14 --> Stromal55 dd nl
134. Mye15 --> B4 dd nl
